,Timestamps,Content
347,00:23:43.720 --> 00:23:44.340,"And so another,"
348,00:23:44.480 --> 00:23:45.280,"another word for this,"
349,00:23:45.360 --> 00:23:47.180,"we've used the word theoria for this,"
350,00:23:47.340 --> 00:23:48.400,"for this idea of seeing,"
351,00:23:48.660 --> 00:23:51.260,"but another word that describes this,"
352,00:23:51.400 --> 00:23:53.380,this phenomenon is the word mystical.
353,00:23:54.480 --> 00:23:54.820,"Mist,"
354,00:23:54.920 --> 00:23:56.280,the word mystical or mystery.
355,00:23:56.440 --> 00:23:56.700,"And you,"
356,00:23:56.760 --> 00:23:58.700,"you might've heard this explanation,"
357,00:23:58.900 --> 00:24:00.020,"this etymology before,"
358,00:24:00.020 --> 00:24:05.720,"that the word mystery comes from the Greek word for closing your eyes,"
359,00:24:06.100 --> 00:24:08.060,the verb for to close your eyes.
360,00:24:08.180 --> 00:24:12.100,"So something is mystical very specifically when,"
361,00:24:12.240 --> 00:24:16.200,"when there is something that cannot be seen,"
362,00:24:16.200 --> 00:24:16.780,"but you,"
363,00:24:17.040 --> 00:24:21.380,"but you are accessing it or seeing it never in spite of,"
364,00:24:21.420 --> 00:24:23.400,or through the physical reality.
365,00:24:23.400 --> 00:24:24.200,"So I'll give you a very,"
366,00:24:24.300 --> 00:24:25.340,"a very simple example,"
367,00:24:25.900 --> 00:24:27.380,"the mystery of Holy communion,"
368,00:24:27.380 --> 00:24:29.960,the mystery of Christ's body and blood.
369,00:24:30.240 --> 00:24:31.620,I don't see blood.
370,00:24:32.060 --> 00:24:33.540,I don't see a physical body.
371,00:24:33.620 --> 00:24:35.480,What I see is wine.
372,00:24:35.900 --> 00:24:37.980,"What I see is baked bread,"
373,00:24:38.340 --> 00:24:43.000,but invisibly beyond this is the body and blood of Christ.
374,00:24:43.080 --> 00:24:43.360,"This is,"
375,00:24:43.440 --> 00:24:45.400,this is what a mystery is.
376,00:24:45.520 --> 00:24:46.160,"And so this is,"
377,00:24:46.280 --> 00:24:48.520,this is the reality with all the sacraments of the church.
378,00:24:48.520 --> 00:24:50.260,We talk about the mysteries of the church.
379,00:24:50.260 --> 00:24:54.280,"There's an invisible reality that I have to understand and see with my faith,"
380,00:24:54.460 --> 00:24:57.140,"but it is communicated or experienced,"
381,00:24:57.380 --> 00:24:58.280,through something physical.
382,00:24:58.500 --> 00:24:59.680,This is reality of baptism.
383,00:25:00.020 --> 00:25:02.460,This is a reality of confession of ordination.
384,00:25:02.720 --> 00:25:08.300,Something invisible is happening inside of this physical outward reality.
385,00:25:08.440 --> 00:25:09.080,"And so this is,"
386,00:25:09.180 --> 00:25:13.240,this is what's happening with the literal and the spiritual interpretation of
387,00:25:13.240 --> 00:25:13.460,scripture.
388,00:25:13.460 --> 00:25:15.620,It's a mystical interpretation.
389,00:25:15.620 --> 00:25:20.060,"We take something that seems very simple on the outside,"
390,00:25:20.260 --> 00:25:21.380,"but with the eyes of faith,"
391,00:25:21.460 --> 00:25:22.720,we're able to see deeper.
392,00:25:22.940 --> 00:25:23.740,"And so obviously,"
393,00:25:24.080 --> 00:25:24.800,"you know,"
394,00:25:24.820 --> 00:25:25.300,"we don't have,"
395,00:25:25.420 --> 00:25:29.260,we don't have the time here to go into the details of all the different
396,00:25:29.260 --> 00:25:31.420,spiritual interpretations of scripture.
397,00:25:31.900 --> 00:25:32.840,"But we,"
398,00:25:32.960 --> 00:25:36.680,"what we can say is that this is the basic structure of,"
399,00:25:36.760 --> 00:25:38.580,of Christian spirituality.
400,00:25:38.580 --> 00:25:42.600,"God clothes himself in what is physical,"
401,00:25:42.980 --> 00:25:44.820,what is visible and outward.
402,00:25:45.280 --> 00:25:50.860,And in order to reveal something that is inherently invisible and spiritual.
403,00:25:50.860 --> 00:25:56.340,And so all Christian life is trying to access what is spiritual.
404,00:25:56.540 --> 00:25:57.340,"And so this is,"
405,00:25:57.460 --> 00:26:01.260,this is the patristic or the orthodox approach to scripture as well.
406,00:26:01.260 --> 00:26:06.940,And the church tries to convey to us the deeper reality.
407,00:26:07.120 --> 00:26:10.480,This is why we have gold covers for the gospel.
408,00:26:10.660 --> 00:26:11.340,"This is why we,"
409,00:26:11.340 --> 00:26:14.460,we process the gospel during the services.
410,00:26:14.860 --> 00:26:17.200,"We kiss the gospel in order to,"
411,00:26:17.200 --> 00:26:18.160,"to convey that,"
412,00:26:18.240 --> 00:26:22.040,that deeper reality of the deeper approach to scripture.
413,00:26:22.320 --> 00:26:23.020,"And so sometimes,"
414,00:26:23.160 --> 00:26:23.320,"you know,"
415,00:26:23.320 --> 00:26:23.780,"people will,"
416,00:26:23.820 --> 00:26:29.900,will talk as if Protestants are very devoted to the Bible and maybe Catholics
417,00:26:29.900 --> 00:26:32.820,and Orthodox are devoted to other things.
418,00:26:32.900 --> 00:26:36.320,"They're more devoted to tradition or liturgical worship or icons,"
419,00:26:36.520 --> 00:26:38.620,"but it's not the reality of the,"
420,00:26:38.620 --> 00:26:42.320,of the approach of the church fathers is that the scriptures are central because
421,00:26:42.320 --> 00:26:46.360,the scriptures are one of the forms in which God incarnates himself and
422,00:26:46.360 --> 00:26:48.800,communicates himself to us.
423,00:26:48.800 --> 00:26:49.440,"So there's,"
424,00:26:49.440 --> 00:26:50.100,so St.
425,00:26:50.200 --> 00:26:51.180,"Photios the Great,"
426,00:26:51.320 --> 00:26:53.800,"the ninth century patriarch of Constantinople,"
427,00:26:54.620 --> 00:26:55.040,Phocis.
428,00:26:56.500 --> 00:26:57.100,"He,"
429,00:26:57.300 --> 00:26:59.800,"he speaks about the scriptures as,"
430,00:26:59.900 --> 00:27:04.360,something that is the duty of every Orthodox Christian to study in order to be
431,00:27:04.360 --> 00:27:04.820,prepared.
432,00:27:05.780 --> 00:27:07.180,"The Lord said in the,"
433,00:27:07.220 --> 00:27:08.060,"in the new Testament,"
434,00:27:08.900 --> 00:27:09.820,"you know,"
435,00:27:09.900 --> 00:27:11.320,"do not think,"
436,00:27:11.420 --> 00:27:16.880,do not plan in advance what you will say when they bring you before your
437,00:27:16.880 --> 00:27:17.620,persecutors.
438,00:27:17.620 --> 00:27:18.340,"And the,"
439,00:27:18.740 --> 00:27:19.260,and St.
440,00:27:19.340 --> 00:27:19.640,"Peter,"
441,00:27:19.740 --> 00:27:20.960,"in one of his epistles says,"
442,00:27:21.320 --> 00:27:25.700,be prepared always to give an account for the hope that is in you.
443,00:27:25.780 --> 00:27:26.040,And St.
444,00:27:26.140 --> 00:27:26.560,"Phocis,"
445,00:27:26.560 --> 00:27:28.460,"the patriarch says,"
446,00:27:28.600 --> 00:27:32.880,this means that we should be studying the scriptures so that when we have to
447,00:27:32.880 --> 00:27:34.280,"give an account of ourselves,"
448,00:27:34.280 --> 00:27:35.180,"of our faith,"
449,00:27:35.180 --> 00:27:36.180,we are prepared.
450,00:27:36.180 --> 00:27:38.820,"We need to know the scriptures as Orthodox Christians,"
451,00:27:39.040 --> 00:27:40.620,"even though on,"
452,00:27:40.980 --> 00:27:42.380,"when the time comes,"
453,00:27:42.940 --> 00:27:44.520,it is the Holy spirit himself.
454,00:27:44.520 --> 00:27:48.340,It is God himself who will speak through us.
455,00:27:48.440 --> 00:27:49.100,"So I'll,"
456,00:27:49.100 --> 00:27:54.540,I'll stop there and maybe we can take some questions and discuss these things
457,00:27:54.540 --> 00:27:54.820,further.
458,00:27:54.940 --> 00:27:56.120,If people need clarification.
459,00:27:56.540 --> 00:27:56.700,Yeah.
460,00:27:56.780 --> 00:27:57.860,"So the terms univocal,"
461,00:27:58.020 --> 00:27:59.280,"equivocal and analogical,"
462,00:27:59.340 --> 00:27:59.760,"these are,"
463,00:27:59.920 --> 00:28:02.800,"these are scholastic terms and they're probably,"
464,00:28:02.800 --> 00:28:09.880,so univocal basically means that there's a one-to-one correspondence between our
465,00:28:09.880 --> 00:28:12.260,language or our words and God himself.
466,00:28:12.260 --> 00:28:14.800,"So when we say God is a being,"
467,00:28:14.900 --> 00:28:15.440,"for example,"
468,00:28:15.840 --> 00:28:19.120,"are we talking about God being a being the way we are a being,"
469,00:28:19.740 --> 00:28:20.240,"or is there,"
470,00:28:21.180 --> 00:28:21.880,"is there some,"
471,00:28:22.200 --> 00:28:22.340,"does,"
472,00:28:22.440 --> 00:28:24.360,"does the word change when we're talking about,"
473,00:28:24.540 --> 00:28:25.460,"when we're talking about God,"
474,00:28:25.520 --> 00:28:26.260,"if the word changes,"
475,00:28:26.400 --> 00:28:27.600,that's an equivocation.
476,00:28:27.600 --> 00:28:28.580,"Um,"
477,00:28:29.100 --> 00:28:29.560,"and,"
478,00:28:29.660 --> 00:28:30.060,"uh,"
479,00:28:30.840 --> 00:28:32.840,"analogical would be the word changes,"
480,00:28:33.000 --> 00:28:34.660,"but not in a way that is,"
481,00:28:35.100 --> 00:28:35.880,that is false.
482,00:28:35.880 --> 00:28:36.680,"So for example,"
483,00:28:37.260 --> 00:28:37.660,"um,"
484,00:28:37.660 --> 00:28:39.920,"an equivocation would be to say that,"
485,00:28:39.920 --> 00:28:40.860,"um,"
486,00:28:41.740 --> 00:28:42.140,"you know,"
487,00:28:42.260 --> 00:28:42.620,"uh,"
488,00:28:42.620 --> 00:28:44.020,"trying to think of an example,"
489,00:28:44.020 --> 00:28:45.200,it's not too vulgar.
490,00:28:45.920 --> 00:28:46.280,"Um,"
491,00:28:46.440 --> 00:28:46.660,"we,"
492,00:28:46.700 --> 00:28:47.400,we all have words.
493,00:28:47.500 --> 00:28:48.300,"I'm sure you have these,"
494,00:28:48.440 --> 00:28:50.080,"you have words in Chinese where the word,"
495,00:28:50.260 --> 00:28:50.560,"you know,"
496,00:28:50.560 --> 00:28:51.220,"the meaning can,"
497,00:28:51.320 --> 00:28:52.040,can change.
498,00:28:52.300 --> 00:28:53.620,"And if you're not careful,"
499,00:28:54.180 --> 00:28:54.740,you're not careful.
500,00:28:54.820 --> 00:28:57.580,You're using the word in two completely different ways.
501,00:28:57.600 --> 00:28:58.120,"This is an,"
502,00:28:58.220 --> 00:28:59.440,this is an equivocation.
503,00:29:00.480 --> 00:29:02.520,"Analogy is where the word,"
504,00:29:02.580 --> 00:29:03.180,"uh,"
505,00:29:03.180 --> 00:29:03.700,"changes,"
506,00:29:04.200 --> 00:29:07.640,but not because it's a different use of the word.
507,00:29:08.240 --> 00:29:08.520,"Uh,"
508,00:29:08.540 --> 00:29:09.380,"but for example,"
509,00:29:09.380 --> 00:29:11.220,"this is the classic case of,"
510,00:29:11.220 --> 00:29:11.960,of Aristotle.
511,00:29:11.960 --> 00:29:12.700,"He says that,"
512,00:29:13.020 --> 00:29:13.500,"uh,"
513,00:29:13.920 --> 00:29:14.180,"you know,"
514,00:29:14.240 --> 00:29:17.280,I can be healthy and certain foods can be healthy.
515,00:29:17.700 --> 00:29:18.180,Right.
516,00:29:18.220 --> 00:29:18.840,"If I say that,"
517,00:29:18.920 --> 00:29:20.440,"if I say that broccoli is healthy,"
518,00:29:20.720 --> 00:29:21.620,it's healthy food.
519,00:29:21.620 --> 00:29:25.060,"I'm not saying that broccoli is healthy the way that I'm healthy,"
520,00:29:25.060 --> 00:29:26.420,"but it's,"
521,00:29:26.500 --> 00:29:26.940,"this,"
522,00:29:26.940 --> 00:29:27.880,it's an analogy.
523,00:29:28.060 --> 00:29:29.940,"It's analogous because it's the,"
524,00:29:30.180 --> 00:29:30.420,"the,"
525,00:29:30.780 --> 00:29:33.100,"my health is related to the healthiness of the,"
526,00:29:33.160 --> 00:29:33.780,of the broccoli.
527,00:29:33.960 --> 00:29:34.420,If I'm eating.
528,00:29:34.660 --> 00:29:35.060,I'm safe.
529,00:29:35.240 --> 00:29:35.580,I'm safe.
530,00:29:35.740 --> 00:29:35.860,Yeah.
531,00:29:35.960 --> 00:29:37.260,So very much more simply.
532,00:29:37.260 --> 00:29:38.040,"So avoiding,"
533,00:29:38.180 --> 00:29:38.740,"avoiding the,"
534,00:29:38.880 --> 00:29:41.060,"these complicated scholastic conversations,"
535,00:29:41.060 --> 00:29:42.060,"uh,"
536,00:29:42.060 --> 00:29:43.440,"there are principles that we,"
537,00:29:43.600 --> 00:29:45.580,that we have when we read the scriptures.
538,00:29:45.580 --> 00:29:48.980,And one of them is that we know that God is not physical.
539,00:29:48.980 --> 00:29:52.340,So physical descriptions of God are going to be metaphorical.
540,00:29:52.340 --> 00:29:52.660,"And,"
541,00:29:52.780 --> 00:29:52.940,"you know,"
542,00:29:52.940 --> 00:29:54.880,"we're taught this by the scripture itself,"
543,00:29:54.880 --> 00:29:56.080,"that God doesn't have a body,"
544,00:29:56.160 --> 00:29:57.600,that God is not a mortal.
545,00:29:57.600 --> 00:29:58.440,"Like we are,"
546,00:29:58.520 --> 00:30:00.060,he's not divisible.
547,00:30:00.060 --> 00:30:00.760,"Like we are,"
548,00:30:00.900 --> 00:30:01.140,"you know,"
549,00:30:01.140 --> 00:30:02.560,"we kind of fall apart and God,"
550,00:30:02.680 --> 00:30:03.580,God doesn't.
551,00:30:04.020 --> 00:30:04.320,"Um,"
552,00:30:04.320 --> 00:30:06.060,so we're taught things in scripture.
553,00:30:06.160 --> 00:30:06.460,"And so we,"
554,00:30:06.560 --> 00:30:07.500,"when we read the scripture,"
555,00:30:07.500 --> 00:30:08.460,"we have to read,"
556,00:30:08.580 --> 00:30:09.420,"um,"
557,00:30:09.440 --> 00:30:12.280,"in a way that is consistent and where the,"
558,00:30:12.400 --> 00:30:12.900,"where the,"
559,00:30:12.980 --> 00:30:13.440,"the,"
560,00:30:13.540 --> 00:30:14.800,"the details about God,"
561,00:30:14.840 --> 00:30:19.900,"the descriptions of God make sense with the whole of what we know about,"
562,00:30:20.280 --> 00:30:20.760,"about God,"
563,00:30:20.760 --> 00:30:22.840,"not to narrowly,"
564,00:30:22.840 --> 00:30:24.980,"narrowly confine our reading to,"
565,00:30:25.100 --> 00:30:26.720,to one or two descriptions.
566,00:30:26.720 --> 00:30:27.120,Yeah.
567,00:30:27.160 --> 00:30:27.440,"And very,"
568,00:30:27.520 --> 00:30:28.380,"very quickly to,"
569,00:30:28.500 --> 00:30:29.560,"to address the,"
570,00:30:29.560 --> 00:30:29.920,"the,"
571,00:30:29.920 --> 00:30:30.220,"the,"
572,00:30:30.220 --> 00:30:31.740,"the main part of the question,"
573,00:30:32.660 --> 00:30:32.960,"the,"
574,00:30:33.040 --> 00:30:33.360,"we,"
575,00:30:33.480 --> 00:30:33.760,"the,"
576,00:30:33.760 --> 00:30:35.160,"the term essence of God,"
577,00:30:35.220 --> 00:30:35.800,"the essence,"
578,00:30:36.120 --> 00:30:36.480,"uh,"
579,00:30:36.480 --> 00:30:37.780,"technically speaking is,"
580,00:30:37.780 --> 00:30:38.300,"uh,"
581,00:30:38.340 --> 00:30:41.880,specifically the word for what we don't know about God.
582,00:30:41.980 --> 00:30:42.060,"It,"
583,00:30:42.060 --> 00:30:42.300,"it,"
584,00:30:42.300 --> 00:30:46.640,"it gives us language for saying in what way we don't understand God,"
585,00:30:46.640 --> 00:30:47.580,"because God,"
586,00:30:47.660 --> 00:30:48.200,"like we said,"
587,00:30:48.220 --> 00:30:49.720,is an infinite depth.
588,00:30:49.720 --> 00:30:52.340,"So our mind can't reach that far,"
589,00:30:52.340 --> 00:30:53.140,"but we,"
590,00:30:53.160 --> 00:30:53.940,"we have to,"
591,00:30:54.040 --> 00:30:57.940,we have to be clear and profess that God does make himself known.
592,00:30:58.320 --> 00:30:59.240,"So we do,"
593,00:30:59.360 --> 00:31:01.760,"we do know God through his,"
594,00:31:02.040 --> 00:31:02.180,"uh,"
595,00:31:02.180 --> 00:31:02.580,"and we know,"
596,00:31:02.580 --> 00:31:04.260,"we know things that are true about God,"
597,00:31:04.280 --> 00:31:05.220,"even if we don't,"
598,00:31:05.260 --> 00:31:08.600,we can't comprehend or define what God is.
599,00:31:08.840 --> 00:31:08.920,Yeah.
600,00:31:08.920 --> 00:31:09.240,Yeah.
601,00:31:09.360 --> 00:31:09.920,"So the,"
602,00:31:09.960 --> 00:31:10.480,"the idea,"
603,00:31:10.800 --> 00:31:11.180,"uh,"
604,00:31:11.560 --> 00:31:13.820,"flesh and clothing are both are two different,"
605,00:31:13.940 --> 00:31:17.100,are two related images for the same thing.
606,00:31:17.460 --> 00:31:18.480,"So when we say,"
607,00:31:18.560 --> 00:31:19.620,"when we say clothing,"
608,00:31:19.620 --> 00:31:20.020,"we're,"
609,00:31:20.020 --> 00:31:22.600,"we're talking about the same phenomenon with,"
610,00:31:22.600 --> 00:31:23.040,"uh,"
611,00:31:23.040 --> 00:31:24.560,the flesh of Christ.
612,00:31:24.600 --> 00:31:25.800,"So you could talk about the,"
613,00:31:25.800 --> 00:31:27.960,"the physical Bible,"
614,00:31:28.100 --> 00:31:28.480,"the physical,"
615,00:31:28.480 --> 00:31:28.620,"the,"
616,00:31:28.620 --> 00:31:31.180,"or the actual words of the scripture as the flesh,"
617,00:31:31.180 --> 00:31:32.140,right?
618,00:31:32.140 --> 00:31:32.500,"And,"
619,00:31:32.620 --> 00:31:36.280,and this is the outward manifestation or covering.
620,00:31:36.500 --> 00:31:38.500,"You could talk about the physical world as,"
621,00:31:38.580 --> 00:31:39.860,as a kind of flesh.
622,00:31:40.400 --> 00:31:40.880,"Um,"
623,00:31:41.240 --> 00:31:41.780,"but of course,"
624,00:31:41.780 --> 00:31:42.940,"when we're talking about Christ,"
625,00:31:43.080 --> 00:31:43.440,"we,"
626,00:31:43.520 --> 00:31:44.480,we need to be clear.
627,00:31:44.480 --> 00:31:45.800,"We're talking about the full,"
628,00:31:46.040 --> 00:31:47.040,a full humanity.
629,00:31:47.040 --> 00:31:47.640,"He's a,"
630,00:31:47.700 --> 00:31:48.340,"he is a,"
631,00:31:48.400 --> 00:31:49.660,a full human being.
632,00:31:49.660 --> 00:31:51.640,"So when we talk about the flesh or the clothing,"
633,00:31:51.640 --> 00:31:53.700,"we're not just talking about,"
634,00:31:53.700 --> 00:31:54.600,"um,"
635,00:31:54.600 --> 00:31:56.580,"one aspect of,"
636,00:31:56.700 --> 00:31:57.400,"of a physical,"
637,00:31:57.600 --> 00:31:58.560,of a physical being.
638,00:31:59.020 --> 00:32:00.460,So that's the first thing.
639,00:32:00.740 --> 00:32:01.220,"Um,"
640,00:32:01.220 --> 00:32:01.960,"I may have,"
641,00:32:02.040 --> 00:32:03.340,"I may be passing over the second,"
642,00:32:03.340 --> 00:32:04.040,"uh,"
643,00:32:04.520 --> 00:32:05.000,"question,"
644,00:32:05.000 --> 00:32:05.860,"but,"
645,00:32:05.860 --> 00:32:06.280,"uh,"
646,00:32:06.280 --> 00:32:07.360,"related to the,"
647,00:32:07.360 --> 00:32:08.420,"the yeast and the bread,"
648,00:32:08.520 --> 00:32:10.500,"the bread in the Eucharist,"
649,00:32:10.700 --> 00:32:10.960,"uh,"
650,00:32:10.960 --> 00:32:12.720,in the Orthodox church is leavened bread.
651,00:32:13.000 --> 00:32:13.500,"It's,"
652,00:32:13.580 --> 00:32:13.780,"it's,"
653,00:32:13.880 --> 00:32:14.500,it rises.
654,00:32:14.900 --> 00:32:16.580,"And this is because it is,"
655,00:32:16.580 --> 00:32:17.140,"uh,"
656,00:32:17.260 --> 00:32:18.040,"leavened bread is,"
657,00:32:18.140 --> 00:32:18.500,"is,"
658,00:32:18.620 --> 00:32:19.480,"is called,"
659,00:32:19.480 --> 00:32:20.360,"uh,"
660,00:32:20.360 --> 00:32:20.900,"in Greek,"
661,00:32:21.040 --> 00:32:23.720,the word for complete and perfect are the same.
662,00:32:23.860 --> 00:32:24.200,"So it's,"
663,00:32:24.380 --> 00:32:26.940,"it's not bread that's missing something because the,"
664,00:32:27.040 --> 00:32:30.000,the new Testament is the fulfillment of the old Testament.
665,00:32:30.000 --> 00:32:30.940,"So the old Testament,"
666,00:32:30.940 --> 00:32:31.860,"uh,"
667,00:32:31.860 --> 00:32:33.900,"bread is lacking,"
668,00:32:33.900 --> 00:32:34.680,"um,"
669,00:32:35.080 --> 00:32:37.660,"yeast and in it's waiting,"
670,00:32:37.840 --> 00:32:39.440,"it's waiting the fulfillment of the,"
671,00:32:39.540 --> 00:32:40.360,of the new Testament.
672,00:32:40.360 --> 00:32:41.180,"And this is why,"
673,00:32:41.180 --> 00:32:41.980,"uh,"
674,00:32:41.980 --> 00:32:43.560,"when Christ is risen and,"
675,00:32:43.560 --> 00:32:43.980,"uh,"
676,00:32:43.980 --> 00:32:44.120,"his,"
677,00:32:44.260 --> 00:32:45.180,"and he receives his,"
678,00:32:45.320 --> 00:32:45.620,"uh,"
679,00:32:45.620 --> 00:32:48.620,his body is glorified outwardly.
680,00:32:49.280 --> 00:32:49.620,"Um,"
681,00:32:50.140 --> 00:32:50.480,"we,"
682,00:32:50.720 --> 00:32:53.360,we typify this with leavened bread.
683,00:32:53.780 --> 00:32:54.180,"Um,"
684,00:32:54.400 --> 00:32:58.080,you cannot go wrong with the commentaries of the homilies of St.
685,00:32:58.120 --> 00:32:58.780,John Chrysostom.
686,00:32:58.900 --> 00:32:59.680,"We have a,"
687,00:32:59.760 --> 00:33:02.640,we have a YouTube channel for the Papus Patristic Institute.
688,00:33:03.340 --> 00:33:03.780,"Um,"
689,00:33:04.260 --> 00:33:04.660,"there are,"
690,00:33:04.780 --> 00:33:06.340,there are lectures on there.
691,00:33:06.400 --> 00:33:07.180,There are some interviews.
692,00:33:07.600 --> 00:33:08.040,"Um,"
693,00:33:08.120 --> 00:33:08.960,"there are shorter,"
694,00:33:09.100 --> 00:33:09.840,shorter videos.
695,00:33:10.060 --> 00:33:11.040,"And of course we have a website,"
696,00:33:11.040 --> 00:33:12.000,"which has more,"
697,00:33:12.180 --> 00:33:13.100,"more content,"
698,00:33:13.100 --> 00:33:14.600,just saints in general.
699,00:33:14.760 --> 00:33:14.960,"Well,"
700,00:33:15.180 --> 00:33:15.540,"there's a,"
701,00:33:15.580 --> 00:33:17.220,"there's a very modern saint,"
702,00:33:17.300 --> 00:33:18.260,"a very recent saint,"
703,00:33:18.260 --> 00:33:18.840,"uh,"
704,00:33:18.840 --> 00:33:19.740,"elder Porphyrios,"
705,00:33:19.880 --> 00:33:20.020,St.
706,00:33:20.100 --> 00:33:20.700,"Porphyrios,"
707,00:33:21.280 --> 00:33:22.020,"um,"
708,00:33:22.700 --> 00:33:23.620,"who I think is,"
709,00:33:23.620 --> 00:33:24.060,"uh,"
710,00:33:24.060 --> 00:33:25.400,"a very good beginning,"
711,00:33:25.400 --> 00:33:26.800,"uh,"
712,00:33:26.880 --> 00:33:31.820,a very good introduction to Orthodox spirituality and saints lives.
713,00:33:31.820 --> 00:33:33.500,He's very gentle.
714,00:33:34.040 --> 00:33:35.480,He's very uplifting.
715,00:33:35.800 --> 00:33:36.340,"And,"
716,00:33:36.380 --> 00:33:36.660,"uh,"
717,00:33:36.660 --> 00:33:37.040,"you know,"
718,00:33:37.040 --> 00:33:38.000,he inspires hope.
719,00:33:38.380 --> 00:33:40.200,So he's a good start.
720,00:33:40.200 --> 00:33:40.560,Yeah.
721,00:33:41.760 --> 00:33:42.160,Great.
722,00:33:42.740 --> 00:33:45.340,I also would recommend the sayings of the desert fathers.
723,00:33:45.560 --> 00:33:50.280,They have a lot of stories about the saints who lived in the Egyptian desert.
724,00:33:51.200 --> 00:33:51.560,"Um,"
725,00:33:51.860 --> 00:33:53.700,"they're very short and,"
726,00:33:53.840 --> 00:33:54.400,"um,"
727,00:33:54.400 --> 00:33:55.200,they're very readable.
728,00:33:55.320 --> 00:33:55.860,"Can I show you,"
729,00:33:55.880 --> 00:33:56.840,"can I share with you,"
730,00:33:56.940 --> 00:33:57.440,"um,"
731,00:33:57.440 --> 00:33:58.160,an image?
732,00:33:58.780 --> 00:33:59.260,Okay.
733,00:33:59.300 --> 00:33:59.500,"Am I,"
734,00:33:59.620 --> 00:34:01.080,am I able to share my screen?
735,00:34:01.420 --> 00:34:01.660,"Uh,"
736,00:34:01.680 --> 00:34:01.880,"this,"
737,00:34:02.060 --> 00:34:02.480,"this,"
738,00:34:02.480 --> 00:34:02.820,"this,"
739,00:34:02.820 --> 00:34:03.120,"uh,"
740,00:34:03.120 --> 00:34:04.180,"if you want a very,"
741,00:34:04.300 --> 00:34:05.000,"if you want to,"
742,00:34:05.100 --> 00:34:05.380,"uh,"
743,00:34:05.900 --> 00:34:08.000,"one recommendation for spiritual reading,"
744,00:34:08.000 --> 00:34:09.960,the homilies of St.
745,00:34:10.020 --> 00:34:12.140,"Makarios in the Philokalia,"
746,00:34:12.380 --> 00:34:12.620,"you know,"
747,00:34:12.680 --> 00:34:12.980,"you know,"
748,00:34:12.980 --> 00:34:13.600,"the Philokalia,"
749,00:34:14.020 --> 00:34:14.720,"um,"
750,00:34:15.140 --> 00:34:15.820,"as a very,"
751,00:34:15.820 --> 00:34:16.560,"a very,"
752,00:34:16.560 --> 00:34:17.320,"um,"
753,00:34:18.040 --> 00:34:21.780,accessible introduction to basic spiritual life.
754,00:34:21.820 --> 00:34:24.260,And he has what's called the spiritual chain.
755,00:34:24.400 --> 00:34:26.800,"He says one virtue hangs on the other,"
756,00:34:27.440 --> 00:34:29.260,but also one vice hangs on the other.
757,00:34:30.120 --> 00:34:31.380,"And so at the,"
758,00:34:31.580 --> 00:34:31.820,"this,"
759,00:34:31.900 --> 00:34:33.280,this goes from top to bottom.
760,00:34:33.280 --> 00:34:34.840,"So it starts at the top and then each,"
761,00:34:34.840 --> 00:34:36.840,"each virtue hangs from the,"
762,00:34:37.440 --> 00:34:38.340,from the next one.
763,00:34:38.740 --> 00:34:41.100,And so the beginning is simplicity.
764,00:34:41.460 --> 00:34:42.000,"So if you want to,"
765,00:34:42.060 --> 00:34:43.340,"if you want a spiritual life,"
766,00:34:43.340 --> 00:34:43.840,"we need,"
767,00:34:43.940 --> 00:34:45.240,"we need simplicity and look at,"
768,00:34:45.360 --> 00:34:46.640,"and if you look at the opposite,"
769,00:34:46.780 --> 00:34:49.120,the thing that's going to prevent you from having a spiritual life.
770,00:34:50.400 --> 00:34:50.800,"Oh,"
771,00:34:50.800 --> 00:34:51.160,I see.
772,00:34:51.280 --> 00:34:51.480,Yeah.
773,00:34:51.580 --> 00:34:51.760,Yeah.
774,00:34:51.820 --> 00:34:53.600,I see exactly what happened right now.
775,00:34:53.700 --> 00:34:53.840,Yeah.
776,00:34:54.360 --> 00:34:54.580,Yeah.
777,00:34:54.900 --> 00:34:55.300,"So,"
778,00:34:55.760 --> 00:34:56.060,"you know,"
779,00:34:56.060 --> 00:34:57.200,"in the world we live in,"
780,00:34:57.300 --> 00:34:57.860,"we have to,"
781,00:34:58.020 --> 00:34:58.320,"you know,"
782,00:34:58.360 --> 00:35:02.540,we have to survive and we have to work and we have to be part of the
783,00:35:02.540 --> 00:35:04.060,technological world.
784,00:35:04.840 --> 00:35:06.880,"But there are also,"
785,00:35:07.080 --> 00:35:10.680,"there's also a way to access a deeper,"
786,00:35:10.920 --> 00:35:12.160,a deeper reality.
787,00:35:12.300 --> 00:35:14.020,"And it starts with simplicity,"
788,00:35:14.020 --> 00:35:15.600,"with avoiding,"
789,00:35:15.780 --> 00:35:17.880,"with avoiding the slavery to pleasure,"
790,00:35:17.880 --> 00:35:19.200,which is what consumes us.
791,00:35:19.260 --> 00:35:20.160,We want to look at our phone.
792,00:35:20.240 --> 00:35:21.180,We want to be on the computer.
793,00:35:21.300 --> 00:35:22.280,We want to stay up late.
794,00:35:22.320 --> 00:35:22.840,"We want to,"
795,00:35:22.900 --> 00:35:23.580,we want to eat.
796,00:35:23.660 --> 00:35:23.860,Yeah.
797,00:35:24.260 --> 00:35:24.920,In my case.
798,00:35:25.080 --> 00:35:25.360,Right.
799,00:35:25.460 --> 00:35:26.600,So this is the beginning.
