,Timestamps,Content
317,00:17:32.860 --> 00:17:34.860,[zh] 是不能重进的。
318,00:17:34.860 --> 00:17:35.860,"[zh] 里面,"
319,00:17:35.860 --> 00:17:38.860,"[zh] 它里面的很多的含义,"
320,00:17:38.860 --> 00:17:41.860,[zh] 是没有办法重进的。
321,00:17:41.860 --> 00:17:45.860,"[zh] 因为它里面包含的就是上帝的道本身,"
322,00:17:45.860 --> 00:17:46.860,[zh] 道就是不能重进的。
323,00:17:46.860 --> 00:17:48.860,"[zh] 也当我们谈到这个,"
324,00:17:48.860 --> 00:17:50.860,"[zh] 这个关于对圣经的这种,"
325,00:17:50.860 --> 00:17:52.860,"[zh] 属灵含义的理解,"
326,00:17:52.860 --> 00:17:54.860,"[zh] 就是我们看进去的时候,"
327,00:17:54.860 --> 00:17:55.860,"[zh] 那么我们会,"
328,00:17:55.860 --> 00:17:57.860,"[zh] 会进而谈到下一位,"
329,00:17:57.860 --> 00:17:59.860,"[zh] 三位体的,"
330,00:17:59.860 --> 00:18:00.860,[zh] 之一就是圣灵。
331,00:18:00.860 --> 00:18:01.860,"[zh] 对,"
332,00:18:01.860 --> 00:18:02.860,"[zh] 如果说上帝的话语,"
333,00:18:02.860 --> 00:18:03.860,"[zh] 是一个,"
334,00:18:03.860 --> 00:18:05.860,"[zh] 生不见底的汪洋的时候,"
335,00:18:05.860 --> 00:18:06.860,"[zh] 那么,"
336,00:18:06.860 --> 00:18:07.860,"[zh] 圣灵呢,"
337,00:18:07.860 --> 00:18:08.860,"[zh] 就是可以,"
338,00:18:08.860 --> 00:18:11.860,"[zh] 进入这个汪洋深处的,"
339,00:18:11.860 --> 00:18:13.860,[zh] 一种方式。
340,00:18:13.860 --> 00:18:14.860,"[zh] 所以,"
341,00:18:14.860 --> 00:18:16.860,"[zh] 主耶稣说我们要,"
342,00:18:16.860 --> 00:18:18.860,"[zh] 要查考圣经,"
343,00:18:18.860 --> 00:18:19.860,"[zh] 那么我们这个,"
344,00:18:19.860 --> 00:18:21.860,"[zh] 这个圣经里面无从无尽的,"
345,00:18:21.860 --> 00:18:22.860,"[zh] 这个,"
346,00:18:22.860 --> 00:18:25.860,"[zh] 上帝的这个信息和含义呢,"
347,00:18:25.860 --> 00:18:27.860,[zh] 去寻找。
348,00:18:27.860 --> 00:18:30.860,"[zh] 这个是我们现代社会的一个弊端,"
349,00:18:30.860 --> 00:18:33.860,"[zh] 就是我们现在有很多年,"
350,00:18:33.860 --> 00:18:36.860,"[zh] 就是年价的书籍,"
351,00:18:36.860 --> 00:18:38.860,"[zh] 或者一些电子的材料,"
352,00:18:38.860 --> 00:18:39.860,"[zh] 比如电脑或手机,"
353,00:18:39.860 --> 00:18:42.860,"[zh] 我们可以获得足够多的信息,"
354,00:18:42.860 --> 00:18:43.860,"[zh] 但是我们却,"
355,00:18:43.860 --> 00:18:46.860,[zh] 流于这些信息的表面。
356,00:18:46.860 --> 00:18:48.860,"[zh] 我们丧失了,"
357,00:18:48.860 --> 00:18:51.860,"[zh] 去领会这些信息后面更深层的,"
358,00:18:51.860 --> 00:18:53.860,[zh] 更属灵的含义的功能。
359,00:18:53.860 --> 00:18:55.860,"[zh] 那么这个是我们现代社会的,"
360,00:18:55.860 --> 00:18:56.860,[zh] 一个弊端之一。
361,00:18:56.860 --> 00:18:58.860,"[zh] 所以我们,"
362,00:18:58.860 --> 00:18:59.860,"[zh] 我们要知道,"
363,00:18:59.860 --> 00:19:01.860,"[zh] 就是我们这个圣经上的话,"
364,00:19:01.860 --> 00:19:03.860,"[zh] 是很深的,"
365,00:19:03.860 --> 00:19:05.860,"[zh] 它的寓意是很深的,"
366,00:19:05.860 --> 00:19:07.860,"[zh] 但是我们需要,"
367,00:19:07.860 --> 00:19:08.860,[zh] 我们需要进入到这个圣经里面。
368,00:19:08.860 --> 00:19:09.860,"[zh] 但是我们需要,"
369,00:19:09.860 --> 00:19:11.860,[zh] 我们需要进入到这个圣经里面。
370,00:19:11.860 --> 00:19:13.860,"[zh] 但是我们需要,"
371,00:19:13.860 --> 00:19:15.860,[zh] 我们需要进入到这个圣经里面。
372,00:19:15.860 --> 00:19:16.860,"[zh] 所以,"
373,00:19:16.860 --> 00:19:17.860,"[zh] 所以,"
374,00:19:17.860 --> 00:19:18.860,"[zh] 所以,"
375,00:19:18.860 --> 00:19:19.860,"[zh] 所以,"
376,00:19:19.860 --> 00:19:20.860,"[zh] 你所谓的意思,"
377,00:19:20.860 --> 00:19:21.860,"[zh] 更深的,"
378,00:19:21.860 --> 00:19:22.860,"[zh] 更深的,"
379,00:19:22.860 --> 00:19:23.860,"[zh] 或者更深的,"
380,00:19:23.860 --> 00:19:24.860,"[zh] 更深的,"
381,00:19:24.860 --> 00:19:25.860,"[zh] 更深的,"
382,00:19:25.860 --> 00:19:26.860,"[zh] 更深的,"
383,00:19:26.860 --> 00:19:27.860,"[zh] 更深的,"
384,00:19:27.860 --> 00:19:28.860,"[zh] 更深的,"
385,00:19:28.860 --> 00:19:58.860,[zh] 那么
386,00:19:58.860 --> 00:20:00.020,[zh] 知道很多
387,00:20:00.020 --> 00:20:03.380,[zh] 但是我们对圣经的了解
388,00:20:03.380 --> 00:20:04.700,[zh] 却流于表面
389,00:20:04.700 --> 00:20:07.100,[zh] 我们对它的属灵的含义
390,00:20:07.100 --> 00:20:08.980,[zh] 缺乏足够的认识
391,00:20:08.980 --> 00:20:10.140,[zh] 所以
392,00:20:10.140 --> 00:20:14.100,[zh] 现代人对圣经的了解
393,00:20:14.100 --> 00:20:15.220,[zh] 流于表面
394,00:20:15.220 --> 00:20:18.500,[zh] 也可能是我们现代社会基督徒
395,00:20:18.500 --> 00:20:19.660,[zh] 世俗化的一个原因
396,00:20:19.660 --> 00:20:20.700,[zh] 就是我们
397,00:20:20.700 --> 00:20:24.360,[zh] 我们认为圣经只有历史方面的含义
398,00:20:24.360 --> 00:20:25.980,[zh] 比如说我们有一个维度
399,00:20:25.980 --> 00:20:27.700,[zh] 就是在这个历史上
400,00:20:27.700 --> 00:20:31.140,[zh] 历史文法上了解当时的文化背景
401,00:20:31.140 --> 00:20:32.260,[zh] 那么也
402,00:20:32.260 --> 00:20:33.940,[zh] 另外一个表面的显示
403,00:20:33.940 --> 00:20:36.560,[zh] 就是我们对圣经的解释
404,00:20:36.560 --> 00:20:37.300,[zh] 流于
405,00:20:37.300 --> 00:20:40.440,[zh] 对于现代的社会的政治
406,00:20:40.440 --> 00:20:41.400,[zh] 经济
407,00:20:41.400 --> 00:20:44.440,[zh] 词汇施工方面的理解
408,00:20:44.440 --> 00:20:45.600,[zh] 并且这些理解
409,00:20:45.600 --> 00:20:48.140,[zh] 也是表面的
410,00:20:48.140 --> 00:20:49.420,[zh] 虽然看起来也是好的
411,00:20:49.420 --> 00:20:50.420,[zh] 比如说服务
412,00:20:50.420 --> 00:20:51.800,[zh] 做一些词汇施工
413,00:20:51.800 --> 00:20:52.860,[zh] 服务你的联社
414,00:20:52.860 --> 00:20:54.040,[zh] 这些都很好
415,00:20:54.040 --> 00:20:56.180,[zh] 但是我们却疏于
416,00:20:56.180 --> 00:20:58.620,[zh] 对他更深层的属灵的教导
417,00:20:58.620 --> 00:21:02.740,[zh] 所以我并不是说这些对圣经的
418,00:21:02.740 --> 00:21:04.480,[zh] 比较浅诚的理解
419,00:21:04.480 --> 00:21:06.580,[zh] 比如说关于历史文法方面的知识
420,00:21:06.580 --> 00:21:09.180,[zh] 关于他对现代社会的一些应用
421,00:21:09.180 --> 00:21:11.220,[zh] 是完全错误的
422,00:21:11.220 --> 00:21:12.420,[zh] 或者说我们
423,00:21:12.420 --> 00:21:15.680,[zh] 我们就不要去教会了
424,00:21:15.680 --> 00:21:17.060,[zh] 我们不要去进食了
425,00:21:17.060 --> 00:21:18.080,[zh] 不是的
426,00:21:18.080 --> 00:21:19.980,[zh] 而是说我们需要
427,00:21:19.980 --> 00:21:21.080,[zh] 从这个
428,00:21:21.080 --> 00:21:24.020,[zh] 对圣经的浅层的这种理解
429,00:21:24.020 --> 00:21:24.960,[zh] 和应用上
430,00:21:24.960 --> 00:21:27.360,[zh] 要勾批样
431,00:21:27.360 --> 00:21:28.320,[zh] 要超越它
432,00:21:28.320 --> 00:21:30.420,[zh] 或者要更加近身的走到下一步
433,00:21:30.420 --> 00:21:33.980,[zh] 那么这个就是教父的著作的意义所在
434,00:21:33.980 --> 00:21:35.920,[zh] 就是教父的著作
435,00:21:35.920 --> 00:21:39.980,[zh] 是一种对圣经的一种景象
436,00:21:39.980 --> 00:21:41.120,[zh] 或者叫theory
437,00:21:41.120 --> 00:21:43.540,[zh] 或者说我们说末观
438,00:21:43.540 --> 00:21:46.320,[zh] 就是说教父的著作是基于
439,00:21:46.320 --> 00:21:49.720,[zh] 他对圣经的末观而产生的文献
440,00:21:49.720 --> 00:21:52.020,[zh] 那么教父的文献呢
441,00:21:52.020 --> 00:21:55.380,[zh] 可以引导我们对圣经呢
442,00:21:55.380 --> 00:21:57.720,[zh] 有更深的理解
443,00:21:57.720 --> 00:21:59.940,[zh] 而不仅仅是流于这个表面
444,00:21:59.940 --> 00:22:02.700,[zh] 那么教父们留下的著作
445,00:22:02.700 --> 00:22:04.420,[zh] 对圣经的这种成词
446,00:22:04.420 --> 00:22:05.280,[zh] 或者目观
447,00:22:05.280 --> 00:22:07.080,[zh] 有很多种表现方式
448,00:22:07.080 --> 00:22:10.320,[zh] 有的是通过直接的解经讲道
449,00:22:10.320 --> 00:22:12.680,[zh] 有的是写
450,00:22:12.680 --> 00:22:14.520,[zh] 这个关于圣经的著书的
451,00:22:14.520 --> 00:22:16.420,[zh] 这个著式书籍
452,00:22:16.420 --> 00:22:17.560,[zh] 那么有的呢
453,00:22:17.560 --> 00:22:19.060,[zh] 可能是关于一些
454,00:22:19.060 --> 00:22:21.220,[zh] 创造一些赞美诗
455,00:22:21.220 --> 00:22:22.680,[zh] 在礼仪当中
456,00:22:22.680 --> 00:22:24.580,[zh] 用到这些赞美诗
457,00:22:24.580 --> 00:22:24.920,[zh] OK
458,00:22:24.920 --> 00:22:27.300,[zh] 我们主一个关于创世纪的例子
459,00:22:27.300 --> 00:22:28.920,[zh] 那么创世纪有很多故事
460,00:22:28.920 --> 00:22:30.960,[zh] 上帝创造了
461,00:22:30.960 --> 00:22:33.740,[zh] 就是七天创造了世界
462,00:22:33.740 --> 00:22:35.440,[zh] 然后关于亚伯拉罕的故事
463,00:22:35.440 --> 00:22:36.520,[zh] 关于约瑟的故事
464,00:22:36.520 --> 00:22:37.600,[zh] 关于罗奥的故事
465,00:22:37.600 --> 00:22:39.820,[zh] 那么如果我们采用一种
466,00:22:39.820 --> 00:22:42.780,[zh] 相对肤浅的理解的话
467,00:22:42.780 --> 00:22:45.300,[zh] 那我们可能就仅仅会探讨
468,00:22:45.300 --> 00:22:47.220,[zh] 故事本身的含义
469,00:22:47.220 --> 00:22:50.260,[zh] 那么我们如果在探讨
470,00:22:50.260 --> 00:22:51.280,[zh] 这个方面的时候
471,00:22:51.280 --> 00:22:53.660,[zh] 比如说关于创世六日的
472,00:22:53.660 --> 00:22:54.340,[zh] 言说的时候
473,00:22:54.340 --> 00:22:55.500,[zh] 我们就会探讨
474,00:22:55.500 --> 00:22:56.420,[zh] 上帝真的是
475,00:22:56.420 --> 00:22:58.460,[zh] 就六天
476,00:22:58.460 --> 00:22:59.820,[zh] 像我们现在的六天一样
477,00:22:59.820 --> 00:23:01.500,[zh] 去创造这个世界吗
478,00:23:01.500 --> 00:23:02.540,[zh] 就是采用一种
479,00:23:02.540 --> 00:23:03.700,[zh] 跟现代科学
480,00:23:03.700 --> 00:23:05.340,[zh] 做对比的方式
481,00:23:05.340 --> 00:23:07.640,[zh] 来探讨
482,00:23:07.640 --> 00:23:09.460,[zh] 探讨这个圣经的故事
483,00:23:09.460 --> 00:23:10.480,[zh] 所以
484,00:23:10.480 --> 00:23:12.360,[zh] 当然这些解释
485,00:23:12.360 --> 00:23:14.440,[zh] 对圣经的理解
486,00:23:14.440 --> 00:23:15.820,[zh] 并不是错误的
487,00:23:15.820 --> 00:23:17.320,[zh] 或者说不好的
488,00:23:17.320 --> 00:23:18.200,[zh] 我只是说
489,00:23:18.200 --> 00:23:19.380,[zh] 这个只是关于
490,00:23:19.380 --> 00:23:20.240,[zh] 这个圣经的
491,00:23:20.240 --> 00:23:22.060,[zh] 一个层面的理解
492,00:23:22.060 --> 00:23:23.520,[zh] 就是说
493,00:23:23.520 --> 00:23:27.720,[zh] 就是这样子的
494,00:23:27.720 --> 00:23:29.580,[zh] 所以比如说
495,00:23:29.580 --> 00:23:30.900,[zh] 关于这个
496,00:23:30.900 --> 00:23:33.100,[zh] 创世纪亚伯拉罕的故事
497,00:23:33.100 --> 00:23:34.380,[zh] 在不同的传统当中
498,00:23:34.380 --> 00:23:35.160,[zh] 有不同解释
499,00:23:35.160 --> 00:23:36.440,[zh] 比如说犹太人的解释
500,00:23:36.440 --> 00:23:37.340,[zh] 那么就是
501,00:23:37.340 --> 00:23:39.400,[zh] 比较历史的
502,00:23:39.400 --> 00:23:40.400,[zh] 因为犹太人
503,00:23:40.400 --> 00:23:42.060,[zh] 他们就是亚伯拉罕的后裔
504,00:23:42.060 --> 00:23:43.620,[zh] 他们就会采取一个
505,00:23:43.620 --> 00:23:44.840,[zh] 历史方面解释
506,00:23:44.840 --> 00:23:45.920,[zh] 但对我们基督徒来说
507,00:23:45.920 --> 00:23:46.800,[zh] 我们很多基督徒
508,00:23:46.800 --> 00:23:47.780,[zh] 他不是犹太人
509,00:23:47.780 --> 00:23:48.520,[zh] 他在血统上
510,00:23:48.520 --> 00:23:49.760,[zh] 就不是亚伯拉罕的后裔
511,00:23:49.760 --> 00:23:51.380,[zh] 那么我们就采取了一种
512,00:23:51.380 --> 00:23:52.700,[zh] 属灵的解释
513,00:23:52.700 --> 00:23:53.360,[zh] 关于他的
514,00:23:53.360 --> 00:23:55.120,[zh] 亚伯拉罕的儿子
515,00:23:55.120 --> 00:23:56.180,[zh] 以撒尔雅各
516,00:23:56.180 --> 00:23:58.720,[zh] 然后我们
517,00:23:58.720 --> 00:24:01.060,[zh] 我们用亚伯拉罕的故事
518,00:24:01.060 --> 00:24:02.040,[zh] 来给我们一个
519,00:24:02.040 --> 00:24:03.760,[zh] 属灵方面的教导
520,00:24:03.760 --> 00:24:06.040,[zh] 比如说这个出埃及期
521,00:24:06.040 --> 00:24:07.980,[zh] 摩西从法老的
522,00:24:07.980 --> 00:24:08.960,[zh] 这个报证下
523,00:24:08.960 --> 00:24:10.100,[zh] 带领以色列人
524,00:24:10.100 --> 00:24:11.700,[zh] 出埃及的故事
525,00:24:11.700 --> 00:24:13.480,[zh] 那么很多故事细节
526,00:24:13.480 --> 00:24:15.260,[zh] 对于犹太人来说
527,00:24:15.260 --> 00:24:16.740,[zh] 他们就是一部
528,00:24:16.740 --> 00:24:18.580,[zh] 历史的典籍
529,00:24:18.580 --> 00:24:20.400,[zh] 历史上发生过这样的事情
530,00:24:20.400 --> 00:24:22.240,[zh] 出现过一个摩西这样的人物
531,00:24:22.240 --> 00:24:23.820,[zh] 经历过这样的事件
532,00:24:23.820 --> 00:24:25.340,[zh] 但是对于基督徒来说
533,00:24:25.340 --> 00:24:28.860,[zh] 我们不是犹太人的直接会议
534,00:24:28.860 --> 00:24:30.240,[zh] 那么对我们来说
535,00:24:30.240 --> 00:24:31.740,[zh] 摩西就是一个
536,00:24:31.740 --> 00:24:34.160,[zh] 主耶稣基督的一个预表
537,00:24:34.160 --> 00:24:35.760,[zh] 那么这个法老的报证
538,00:24:35.760 --> 00:24:37.640,[zh] 就相当于魔鬼撒旦
539,00:24:37.640 --> 00:24:39.880,[zh] 通过情欲来统治我们
540,00:24:39.880 --> 00:24:41.500,[zh] 这个人类的一个预表
541,00:24:41.500 --> 00:24:43.780,[zh] 那么我们就把这个故事
542,00:24:43.780 --> 00:24:46.540,[zh] 更加的属灵和生化
543,00:24:46.540 --> 00:24:48.860,[zh] 有利于我们这个属灵生命的成长
544,00:24:48.860 --> 00:24:50.540,[zh] 那这并不是说
545,00:24:50.540 --> 00:24:53.500,[zh] 这个出埃及期的故事
546,00:24:53.500 --> 00:24:55.880,[zh] 不是符合历史事实的
547,00:24:55.880 --> 00:24:57.260,[zh] 它是一个真实的历史事实
548,00:24:57.260 --> 00:24:58.120,[zh] 只不过是说
549,00:24:58.120 --> 00:24:59.500,[zh] 我们对圣经的解释
550,00:24:59.500 --> 00:25:01.320,[zh] 不停留在
551,00:25:01.320 --> 00:25:03.860,[zh] 这些仅仅是历史方面的解释
552,00:25:03.860 --> 00:25:06.640,[zh] 当我们谈到这种解经方法的时候
553,00:25:06.640 --> 00:25:09.960,[zh] 一个是关于这个历史文化方面解经
554,00:25:09.960 --> 00:25:11.460,[zh] 另外一个关于这个
555,00:25:11.460 --> 00:25:12.720,[zh] 我们叫做灵异解经
556,00:25:12.720 --> 00:25:15.160,[zh] 那么这个文字
557,00:25:15.160 --> 00:25:15.680,[zh] Niteral
558,00:25:15.680 --> 00:25:17.580,[zh] 就是来自于这个拉丁字
559,00:25:17.580 --> 00:25:19.640,[zh] 它的意思就是这个字母的意思
560,00:25:19.640 --> 00:25:21.680,[zh] 那么它的意思就是说
561,00:25:21.680 --> 00:25:23.480,[zh] 你真实看到的一个字母
562,00:25:23.480 --> 00:25:24.100,[zh] 是怎么样
563,00:25:24.100 --> 00:25:24.660,[zh] 它就是
564,00:25:24.660 --> 00:25:25.600,[zh] 它就是怎样
565,00:25:25.600 --> 00:25:26.400,[zh] 它就是说话
566,00:25:26.400 --> 00:25:27.920,[zh] 比如说我们说
567,00:25:27.920 --> 00:25:30.060,[zh] 这个上帝在创世纪的
568,00:25:30.060 --> 00:25:30.760,[zh] 这个伊甸园
569,00:25:30.760 --> 00:25:31.960,[zh] 有树
570,00:25:31.960 --> 00:25:32.780,[zh] 有河流
571,00:25:32.780 --> 00:25:34.400,[zh] 有园子
572,00:25:34.400 --> 00:25:36.700,[zh] 那么从字面的意思上说
573,00:25:36.700 --> 00:25:37.540,[zh] 它就是有树
574,00:25:37.540 --> 00:25:38.460,[zh] 有园子
575,00:25:38.460 --> 00:25:39.020,[zh] 有河流
576,00:25:39.020 --> 00:25:40.260,[zh] 那么
577,00:25:40.260 --> 00:25:42.400,[zh] 关于蜀灵方面的解释
578,00:25:42.400 --> 00:25:44.480,[zh] 并不是说要抛弃
579,00:25:44.480 --> 00:25:45.400,[zh] 这个历史
580,00:25:45.400 --> 00:25:47.300,[zh] 历史文字上的解释
581,00:25:47.300 --> 00:25:48.060,[zh] 不是
582,00:25:48.060 --> 00:25:49.720,[zh] 而是蜀灵方面的解释
583,00:25:49.720 --> 00:25:52.120,[zh] 是开始于
584,00:25:52.120 --> 00:25:53.420,[zh] 关于这个圣经
585,00:25:53.420 --> 00:25:54.540,[zh] 字面上的理解
586,00:25:54.540 --> 00:25:55.800,[zh] 和含义的理解
587,00:25:55.800 --> 00:25:58.300,[zh] 它要走得更深
588,00:25:58.300 --> 00:25:59.640,[zh] 它试图在这些
589,00:25:59.640 --> 00:26:01.360,[zh] 字面的意思上
590,00:26:01.360 --> 00:26:02.140,[zh] 找出它
591,00:26:02.140 --> 00:26:04.700,[zh] 后面隐藏的蜀灵的含义
592,00:26:04.700 --> 00:26:06.280,[zh] 帮助我们
593,00:26:06.280 --> 00:26:07.520,[zh] 过一个蜀灵的生活
594,00:26:07.520 --> 00:26:09.620,[zh] 当我们谈到这个字面
595,00:26:09.620 --> 00:26:11.160,[zh] 字面和经义的时候
596,00:26:11.160 --> 00:26:13.220,[zh] 我们并不是说
597,00:26:13.220 --> 00:26:16.340,[zh] 这个字面是不需要的
598,00:26:16.340 --> 00:26:17.420,[zh] 而只是告诉大家
599,00:26:17.420 --> 00:26:19.380,[zh] 字面只是进入
600,00:26:19.380 --> 00:26:20.740,[zh] 它这个文字
601,00:26:20.740 --> 00:26:21.660,[zh] 经义的一个
602,00:26:21.660 --> 00:26:22.660,[zh] 一个途径
603,00:26:22.660 --> 00:26:23.540,[zh] 一个开始
604,00:26:23.540 --> 00:26:25.420,[zh] 比如说
605,00:26:25.420 --> 00:26:26.220,[zh] 我们说
606,00:26:26.220 --> 00:26:28.040,[zh] 道成肉身的主耶稣基督
607,00:26:28.040 --> 00:26:30.300,[zh] 他是穿戴了人性
608,00:26:30.300 --> 00:26:31.660,[zh] 但并不表示
609,00:26:31.660 --> 00:26:33.080,[zh] 他仅仅是一个人
610,00:26:33.080 --> 00:26:37.580,[zh] 他其实在他的这个穿戴的人性之下
611,00:26:37.580 --> 00:26:40.760,[zh] 有一些超越人性的事物
612,00:26:40.760 --> 00:26:41.860,[zh] 就是他就是
613,00:26:41.860 --> 00:26:43.540,[zh] 因为他就是上帝的儿子
614,00:26:43.540 --> 00:26:44.420,[zh] 道成肉身
615,00:26:44.420 --> 00:26:46.760,[zh] 所以这些外在的形式
616,00:26:46.760 --> 00:26:50.560,[zh] 允许我们更精深地去了解
617,00:26:50.560 --> 00:26:52.480,[zh] 事物的这个本质和内涵
618,00:26:52.480 --> 00:26:55.660,[zh] 但是我们必须穿过
619,00:26:55.660 --> 00:26:58.000,[zh] 这个事物的外在的形式
620,00:26:58.000 --> 00:27:00.980,[zh] 其实如果我们仅仅停留于
621,00:27:00.980 --> 00:27:02.180,[zh] 这个字面含义
622,00:27:02.180 --> 00:27:03.960,[zh] 或者说事物的表象的话
623,00:27:03.960 --> 00:27:06.140,[zh] 那么这个其实是一种
624,00:27:06.140 --> 00:27:07.340,[zh] 有罪的状态
625,00:27:07.340 --> 00:27:08.240,[zh] 就比如说
626,00:27:08.240 --> 00:27:09.480,[zh] 道成肉身的主耶稣
627,00:27:09.480 --> 00:27:10.700,[zh] 如果我们只看到
628,00:27:10.700 --> 00:27:11.620,[zh] 他的人性的话
629,00:27:11.620 --> 00:27:13.580,[zh] 那么他就是一个人
630,00:27:13.580 --> 00:27:14.660,[zh] 那么这个根本
631,00:27:14.660 --> 00:27:15.980,[zh] 就不符合基督教的信用
632,00:27:15.980 --> 00:27:17.080,[zh] 那么这个关于圣经
633,00:27:17.080 --> 00:27:17.880,[zh] 也是一样的
634,00:27:17.880 --> 00:27:19.020,[zh] 圣经上的
635,00:27:19.020 --> 00:27:20.960,[zh] 这个历史上的事件和人物
636,00:27:20.960 --> 00:27:21.960,[zh] 都是真实的
637,00:27:21.960 --> 00:27:23.460,[zh] 就是事实发生过的
638,00:27:23.460 --> 00:27:24.580,[zh] 就像主耶稣基督
639,00:27:24.580 --> 00:27:25.260,[zh] 道成肉身
640,00:27:25.260 --> 00:27:26.720,[zh] 他真的穿戴了
641,00:27:26.720 --> 00:27:27.940,[zh] 人性的身体一样
642,00:27:27.940 --> 00:27:29.580,[zh] 那么只不过是
643,00:27:29.580 --> 00:27:30.860,[zh] 我们不能停留于
644,00:27:30.860 --> 00:27:33.020,[zh] 这个仅仅是历史方面的
645,00:27:33.020 --> 00:27:34.900,[zh] 关于圣经的理解
646,00:27:34.900 --> 00:27:37.760,[zh] 我们必须勾比一样
647,00:27:37.760 --> 00:27:40.000,[zh] 就是更加深入
648,00:27:40.000 --> 00:27:43.820,[zh] 这个文字本后面的这个经意
649,00:27:43.820 --> 00:27:45.320,[zh] 那么这个是
650,00:27:45.320 --> 00:27:47.120,[zh] 这个是人的一种
651,00:27:47.120 --> 00:27:49.280,[zh] 人的一种状态
652,00:27:49.280 --> 00:27:50.920,[zh] 我们虽然生活在一个
653,00:27:50.920 --> 00:27:52.720,[zh] 物质的可见的世界
654,00:27:52.720 --> 00:27:55.380,[zh] 但是我们却可以
655,00:27:55.380 --> 00:27:57.220,[zh] 进入属灵的世界
656,00:27:57.220 --> 00:27:58.520,[zh] 也就是说我们可以跟
657,00:27:58.520 --> 00:27:59.780,[zh] 属灵的事物有交流
658,00:27:59.780 --> 00:28:03.480,[zh] 关于这个末观这个词呢
659,00:28:03.480 --> 00:28:05.600,[zh] 它意思就是说看见
660,00:28:05.600 --> 00:28:06.960,[zh] 就是看见这个景象
661,00:28:06.960 --> 00:28:09.360,[zh] 那么还有另外一个词来描绘
662,00:28:09.360 --> 00:28:10.460,[zh] 这个同样的事物呢
663,00:28:10.460 --> 00:28:12.180,[zh] 就是叫奥秘
664,00:28:12.180 --> 00:28:14.560,[zh] 你可能听到过
665,00:28:14.560 --> 00:28:16.180,[zh] 在希腊文里面
666,00:28:16.180 --> 00:28:18.220,[zh] 这个奥秘这个词
667,00:28:18.220 --> 00:28:21.480,[zh] 它本身的比较字面的来源呢
668,00:28:21.480 --> 00:28:23.660,[zh] 是闭上你的眼睛
669,00:28:23.660 --> 00:28:26.820,[zh] 我们可以举一个例子
670,00:28:26.820 --> 00:28:29.420,[zh] 来说明这个奥妙的含义
671,00:28:29.420 --> 00:28:30.080,[zh] 是什么意思
672,00:28:30.080 --> 00:28:32.360,[zh] 就是在圣餐礼当中呢
673,00:28:32.360 --> 00:28:34.980,[zh] 你的肉眼看到的是
674,00:28:34.980 --> 00:28:36.840,[zh] 这个发酵过的面包
675,00:28:36.840 --> 00:28:38.140,[zh] 还有这个酒
676,00:28:38.140 --> 00:28:43.160,[zh] 但是你看不到的东西呢
677,00:28:43.160 --> 00:28:45.800,[zh] 就是上帝的身体和宝血
678,00:28:45.800 --> 00:28:49.700,[zh] 这个就是我们谈到奥秘的意思
679,00:28:49.700 --> 00:28:52.480,[zh] 就是在礼仪当中
680,00:28:52.480 --> 00:28:55.520,[zh] 有一些属灵的不可见的事情
681,00:28:55.520 --> 00:28:56.900,[zh] 真实的发生了
682,00:28:56.900 --> 00:29:01.000,[zh] 但是我们是通过可见的礼仪的方式
683,00:29:01.000 --> 00:29:02.560,[zh] 来得以呈现的
684,00:29:02.560 --> 00:29:04.360,[zh] 就比如说洗礼
685,00:29:04.360 --> 00:29:06.360,[zh] 还有这个圣餐礼
686,00:29:06.360 --> 00:29:08.300,[zh] 这个就是我们说
687,00:29:08.300 --> 00:29:12.480,[zh] 也是字面和属灵精异的这个含义
688,00:29:12.480 --> 00:29:15.960,[zh] 就是我们看到的是事物的这个表现
689,00:29:15.960 --> 00:29:17.400,[zh] 但是我们需要进入
690,00:29:17.400 --> 00:29:19.060,[zh] 它的这个属灵生意当中
691,00:29:19.060 --> 00:29:23.280,[zh] 也那么这个就是我们这一场讲座的一个主题
692,00:29:23.280 --> 00:29:24.320,[zh] 就是上帝呢
693,00:29:24.320 --> 00:29:27.960,[zh] 通过一些可见的有行的方式呢
694,00:29:27.960 --> 00:29:31.980,[zh] 像穿一个外衣一样
695,00:29:31.980 --> 00:29:33.380,[zh] 穿戴自己
696,00:29:33.380 --> 00:29:34.980,[zh] 那么我们人呢
697,00:29:34.980 --> 00:29:38.560,[zh] 是通过这个可见有行的方式
698,00:29:38.560 --> 00:29:42.540,[zh] 它不是说让我们停留在这个外衣上
699,00:29:42.540 --> 00:29:45.660,[zh] 而让我们可以通过这个方式呢
700,00:29:45.660 --> 00:29:48.440,[zh] 进入到它的奥秘当中
701,00:29:48.440 --> 00:29:49.380,[zh] 然后与主
702,00:29:49.380 --> 00:29:50.200,[zh] 密切
703,00:29:50.200 --> 00:29:51.480,[zh] 有属灵的交流
704,00:29:51.480 --> 00:29:52.660,[zh] 那么这个就是我们
705,00:29:52.660 --> 00:29:55.580,[zh] 关于东正教教父们的教导
706,00:29:55.580 --> 00:29:57.500,[zh] 这就是为什么
707,00:29:57.500 --> 00:30:01.560,[zh] 为了传递这种属灵的世界
708,00:30:01.560 --> 00:30:03.420,[zh] 而不可见的信息
709,00:30:03.420 --> 00:30:07.180,[zh] 我们会给圣经有一些精编的装饰
