,Timestamps,Content
425,00:18:31.360 --> 00:18:33.400,奥斯曼帝国结束扩张
426,00:18:33.400 --> 00:18:36.320,和他衰败的开始
427,00:18:36.320 --> 00:18:38.820,之后奥斯曼帝国
428,00:18:38.820 --> 00:18:43.200,可以说在18、19世纪就持续衰败
429,00:18:43.200 --> 00:18:48.240,国内一些民族尝试独立
430,00:18:48.240 --> 00:18:50.900,因为奥斯曼帝国它是一个多民族的国家
431,00:18:50.900 --> 00:18:52.480,在西方的影响下
432,00:18:52.480 --> 00:18:55.140,很多民族他们尝试独立
433,00:18:55.140 --> 00:18:56.580,多民族多宗教
434,00:18:56.580 --> 00:18:58.780,这种多元化也很难治理
435,00:18:58.780 --> 00:19:00.380,之后问题越来越多
436,00:19:00.380 --> 00:19:01.460,19世纪的时候
437,00:19:01.460 --> 00:19:04.280,奥斯曼帝国尝试着仿照西欧
438,00:19:04.280 --> 00:19:05.560,进行现代化的改革
439,00:19:05.560 --> 00:19:07.720,所以跟当时的大清帝国非常像
440,00:19:07.720 --> 00:19:10.360,奥斯曼帝国当时被称为欧洲病人
441,00:19:10.360 --> 00:19:14.120,而中国的大清帝国被称为东亚病夫
442,00:19:14.120 --> 00:19:19.100,所以两个帝国当时都是不断衰败
443,00:19:19.100 --> 00:19:21.060,但是依然有一定的实力
444,00:19:21.060 --> 00:19:23.960,也尝试着仿照西方进行一些变革
445,00:19:23.960 --> 00:19:25.600,所以也就是说
446,00:19:25.600 --> 00:19:28.500,如果加了一些学者可以比较
447,00:19:28.500 --> 00:19:32.240,当时奥斯曼帝国和大清帝国的改革
448,00:19:32.240 --> 00:19:33.100,将无需变法
449,00:19:33.100 --> 00:19:35.400,我觉得这也是一切蛮有意义的事情
450,00:19:35.400 --> 00:19:40.120,但是最后奥斯曼帝国还是没有逃脱
451,00:19:40.120 --> 00:19:43.880,解体与分裂的命运
452,00:19:43.880 --> 00:19:45.140,一战的时候
453,00:19:45.140 --> 00:19:47.040,奥斯曼帝国加入了奥雄帝国
454,00:19:47.040 --> 00:19:47.720,德国
455,00:19:47.720 --> 00:19:50.280,还有保加利亚的协约国阵营
456,00:19:50.280 --> 00:19:52.160,失败了之后
457,00:19:52.160 --> 00:19:55.100,当时奥斯曼帝国内部
458,00:19:55.100 --> 00:19:58.840,土耳其青年党受西方的影响
459,00:19:58.840 --> 00:20:02.580,认为就是要建立一个民族国家
460,00:20:02.580 --> 00:20:03.580,西方式的民族国家
461,00:20:03.580 --> 00:20:05.240,以土耳其主导
462,00:20:05.240 --> 00:20:08.580,而不是奥斯曼帝国这种多民族多宗教的国家
463,00:20:08.580 --> 00:20:11.360,所以一方面是因为外部的战败
464,00:20:11.360 --> 00:20:12.580,一方面是内部
465,00:20:12.580 --> 00:20:15.020,土耳其青年党的推动
466,00:20:15.020 --> 00:20:16.840,在1924年
467,00:20:16.840 --> 00:20:17.800,哈里发
468,00:20:17.800 --> 00:20:20.740,奥斯曼苏丹他同时也有哈里发
469,00:20:20.740 --> 00:20:24.820,就是名义上的伊斯兰世界的统治者的称号
470,00:20:24.820 --> 00:20:26.820,末代哈里发
471,00:20:26.820 --> 00:20:28.760,苏丹阿卜杜勒
472,00:20:28.760 --> 00:20:31.400,麦基德被废除
473,00:20:31.400 --> 00:20:32.640,然后被流放
474,00:20:32.640 --> 00:20:35.620,最后如果没有记错的话
475,00:20:35.620 --> 00:20:37.940,他应该是流亡到了巴黎
476,00:20:37.940 --> 00:20:39.440,二战的后期
477,00:20:39.440 --> 00:20:41.880,或者二战结束之后
478,00:20:41.880 --> 00:20:43.940,1944年
479,00:20:43.940 --> 00:20:46.700,就是盟军解放巴黎之后
480,00:20:46.700 --> 00:20:47.960,在巴黎去世
481,00:20:47.960 --> 00:20:53.660,我们可以看到
482,00:20:53.660 --> 00:20:58.040,就是涉及基督教的这个旗域
483,00:20:58.040 --> 00:21:02.680,奥斯曼帝国被称为卢米利亚新省
484,00:21:02.680 --> 00:21:04.980,奥斯曼土耳其语
485,00:21:04.980 --> 00:21:06.880,就是埃亚雷提
486,00:21:06.880 --> 00:21:08.300,古魅力
487,00:21:08.300 --> 00:21:10.760,我们知道就是在奥斯曼帝国时期
488,00:21:10.760 --> 00:21:14.800,土耳其语是用阿拉伯字母拼写的
489,00:21:14.800 --> 00:21:19.800,但是在奥斯曼帝国结束之后
490,00:21:19.800 --> 00:21:22.160,成略土耳其共和国
491,00:21:22.160 --> 00:21:24.460,当时是受到西方的影响
492,00:21:24.460 --> 00:21:31.320,所以就把奥斯曼土耳其语给拉丁化了
493,00:21:31.320 --> 00:21:33.380,我感觉是受到法语字母的影响
494,00:21:33.380 --> 00:21:36.380,因为发音却跟法语还是比较接近的
495,00:21:36.380 --> 00:21:41.420,而在奥斯曼帝国时期
496,00:21:41.420 --> 00:21:47.700,在就是卢米利亚这个区域
497,00:21:47.700 --> 00:21:49.140,什么是卢米利亚呢
498,00:21:49.140 --> 00:21:51.180,就是罗马人的区域
499,00:21:51.180 --> 00:21:55.140,虽然东勒马帝国灭亡了
500,00:21:55.140 --> 00:21:58.640,但是在巴尔干半岛
501,00:21:58.640 --> 00:22:03.060,大部分区域依然是以继承了拜扇天文化
502,00:22:03.060 --> 00:22:05.260,西洋东正教的
503,00:22:05.260 --> 00:22:06.520,不管是讲希腊语的
504,00:22:06.520 --> 00:22:08.020,还是讲各种斯拉夫语的
505,00:22:08.020 --> 00:22:08.940,保加利亚语
506,00:22:08.940 --> 00:22:11.560,罗马尼亚语
507,00:22:11.560 --> 00:22:12.900,塞尔卫亚语
508,00:22:12.900 --> 00:22:17.940,甚至还有一些讲阿尔巴尼亚语的民众
509,00:22:17.940 --> 00:22:22.980,奥斯曼当局把他们看作
510,00:22:22.980 --> 00:22:24.980,东勒马帝国的继承
511,00:22:24.980 --> 00:22:26.980,罗马人的继承
512,00:22:26.980 --> 00:22:28.980,奥斯曼语的这个卢米
513,00:22:28.980 --> 00:22:31.420,Poom指的就是罗马人
514,00:22:31.420 --> 00:22:35.560,所以把这个区域称为罗马尼亚形成
515,00:22:35.560 --> 00:22:38.800,当然这个图就是大家有一个整体的印象
516,00:22:38.800 --> 00:22:39.840,因为罗马尼亚形成
517,00:22:39.840 --> 00:22:43.240,每个时期它的范围也不一样
518,00:22:43.240 --> 00:22:48.400,而且时候也有进一步的划分
519,00:22:48.400 --> 00:22:56.600,看一下奥斯曼帝国涉及基督徒的宗教政策
520,00:22:56.600 --> 00:22:59.860,第一个德夫希尔没
521,00:22:59.860 --> 00:23:01.140,德夫希尔没
522,00:23:01.140 --> 00:23:03.800,就是奥斯曼帝国
523,00:23:03.800 --> 00:23:12.340,虽然民意上保留了基督徒
524,00:23:12.340 --> 00:23:13.880,不只是东勒教徒
525,00:23:13.880 --> 00:23:14.980,还有其他的基督徒
526,00:23:14.980 --> 00:23:16.200,天主教徒
527,00:23:16.200 --> 00:23:18.420,亚米尼亚教徒
528,00:23:18.420 --> 00:23:19.700,锦教教徒
529,00:23:19.700 --> 00:23:23.080,他们信教的自由
530,00:23:23.080 --> 00:23:28.180,但是依然会从基督教中选一些年轻人
531,00:23:29.180 --> 00:23:30.680,把他们培养成
532,00:23:30.680 --> 00:23:32.280,让他们归伊斯兰教
533,00:23:32.280 --> 00:23:37.640,然后加上他们有机会成为奥斯曼帝国的禁卫军
534,00:23:37.640 --> 00:23:40.280,进入帝国的高层
535,00:23:40.280 --> 00:23:47.140,所以这个政策一方面损害了基督徒的信教自由
536,00:23:47.140 --> 00:23:57.080,但是另一方面也事实上确立了基督徒在奥斯曼帝国的重要地位
537,00:23:57.080 --> 00:24:01.380,因为其实在很多历史上穆斯林统治的国家
538,00:24:01.380 --> 00:24:04.040,包括中世纪欧洲的西班牙的
539,00:24:04.040 --> 00:24:04.940,那个科尔多瓦
540,00:24:04.940 --> 00:24:06.020,哈利法国
541,00:24:06.020 --> 00:24:07.040,这都是这样的
542,00:24:07.040 --> 00:24:08.980,其实君主虽然是穆斯林
543,00:24:08.980 --> 00:24:11.620,但是他反而不是特别信任
544,00:24:11.620 --> 00:24:13.240,穆斯林官员
545,00:24:13.240 --> 00:24:14.480,因为他觉得穆斯林官员
546,00:24:14.480 --> 00:24:15.720,对他的威胁更大
547,00:24:15.720 --> 00:24:19.660,因为整个国家是穆斯林主导的
548,00:24:19.660 --> 00:24:26.420,所以他会选拔一些受到歧视的
549,00:24:26.420 --> 00:24:29.880,某种程度上受压迫的基督教官员
550,00:24:29.880 --> 00:24:32.300,因为这些人是他亲自提拔的
551,00:24:32.300 --> 00:24:34.140,所以将来对他更忠诚
552,00:24:34.140 --> 00:24:34.940,对他没有威胁
553,00:24:34.940 --> 00:24:35.980,而对他更忠诚
554,00:24:35.980 --> 00:24:37.940,所以很多穆斯林君主
555,00:24:37.940 --> 00:24:41.760,他反而会利用基督徒
556,00:24:41.760 --> 00:24:43.400,或者基督徒出身的官员
557,00:24:43.400 --> 00:24:47.360,来帮他打击
558,00:24:47.360 --> 00:24:51.580,威胁他的穆斯林高官
559,00:24:51.580 --> 00:24:52.500,穆斯林贵族
560,00:24:52.500 --> 00:24:56.020,所以即使就是从基督徒
561,00:24:56.020 --> 00:24:59.160,就是被选拔的这些青年人
562,00:24:59.160 --> 00:25:01.300,被迫回忆了穆斯林
563,00:25:01.300 --> 00:25:02.980,但是他们出的基督徒家庭
564,00:25:02.980 --> 00:25:04.300,所以他们有些人
565,00:25:04.300 --> 00:25:06.500,他们还是可以通过自己的权势
566,00:25:06.500 --> 00:25:08.260,来帮助基督徒
567,00:25:08.260 --> 00:25:10.900,所以就是这个制度
568,00:25:10.900 --> 00:25:13.020,一方面就是损害了
569,00:25:13.020 --> 00:25:15.640,我们刚刚提到损害了基督徒的信教自由
570,00:25:16.980 --> 00:25:18.980,那另一方面确实其实也
571,00:25:21.480 --> 00:25:26.200,有利于确立基督徒在奥斯曼帝国的政治影响力
572,00:25:26.200 --> 00:25:33.660,下面就是基亚兹
573,00:25:33.660 --> 00:25:36.820,这是奥斯曼土耳其语
574,00:25:36.820 --> 00:25:37.720,基亚兹
575,00:25:37.720 --> 00:25:40.160,基亚兹是什么意思呢
576,00:25:40.160 --> 00:25:45.000,就是奥斯曼帝国虽然以伊斯兰教为国教
577,00:25:45.000 --> 00:25:50.040,但是也给予了就是信仰一神教
578,00:25:50.040 --> 00:25:54.960,有经典的其他的宗教教徒
579,00:25:54.960 --> 00:25:57.620,各教派的基督徒
580,00:25:57.620 --> 00:26:01.240,犹太教徒甚至就是仙教
581,00:26:01.240 --> 00:26:04.500,就是古代波斯的索罗亚斯德教
582,00:26:04.500 --> 00:26:06.960,虽然索罗亚斯德教有多神崇拜
583,00:26:06.960 --> 00:26:09.660,但他们的教业还是比较接近于伊神教的
584,00:26:09.660 --> 00:26:12.740,而且在伊朗高原
585,00:26:12.740 --> 00:26:16.040,是比较有影响力的
586,00:26:16.040 --> 00:26:18.240,就是奥斯曼帝国的势力
587,00:26:18.240 --> 00:26:22.120,就是虽然没有统治整个波斯
588,00:26:22.120 --> 00:26:25.140,但是多多少少也渗入到了伊朗高原
589,00:26:25.140 --> 00:26:28.820,所以这些人的身份就是基亚兹
590,00:26:28.820 --> 00:26:30.080,就是非穆斯林
591,00:26:30.080 --> 00:26:32.160,但是受法律保护的
592,00:26:32.160 --> 00:26:35.820,条件就是他们要交奇米
593,00:26:35.820 --> 00:26:40.760,就是给穆斯林统治者交税
594,00:26:40.760 --> 00:26:44.520,之后他们可以有新教的自由
595,00:26:44.520 --> 00:26:48.060,然后就是自治司法独立
596,00:26:48.060 --> 00:26:49.440,我们刚刚谈到了
597,00:26:49.440 --> 00:26:51.460,就是基督徒
598,00:26:51.460 --> 00:26:52.840,还有其他的非穆斯林
599,00:26:52.840 --> 00:26:53.940,虽然说法律保护
600,00:26:53.940 --> 00:26:58.080,但是他们需要向奥斯曼帝国交税
601,00:26:58.080 --> 00:27:00.160,但不是由穆斯林统治者
602,00:27:00.160 --> 00:27:01.300,直接向他们交税
603,00:27:01.300 --> 00:27:10.460,而是通过基督教的高级神志人员
604,00:27:10.760 --> 00:27:13.300,向基督徒交税
605,00:27:13.300 --> 00:27:15.560,向基督徒收税
606,00:27:15.560 --> 00:27:20.180,然后有人通过各地的主教
607,00:27:20.180 --> 00:27:21.700,以及军人产典宝牧手
608,00:27:21.700 --> 00:27:25.440,再转交给奥斯曼帝国的当局
609,00:27:25.440 --> 00:27:27.580,因为帝国非常大
610,00:27:27.580 --> 00:27:28.980,你如果直接收税的话
611,00:27:28.980 --> 00:27:29.880,也很难操作
612,00:27:29.880 --> 00:27:32.740,这样的话方便管理
613,00:27:32.740 --> 00:27:34.080,所以我们可以看到
614,00:27:34.080 --> 00:27:35.720,其实在奥斯曼帝国时期
615,00:27:35.720 --> 00:27:37.480,军人产典宝牧手的权势
616,00:27:37.480 --> 00:27:39.520,反而比东罗马时期更大了
617,00:27:39.520 --> 00:27:40.480,因为东罗马时期
618,00:27:40.480 --> 00:27:45.680,虽然国教是以东正教为主
619,00:27:45.680 --> 00:27:48.480,除了这个极特殊的
620,00:27:48.480 --> 00:27:50.700,就是后来为了得到西方的支持
621,00:27:50.700 --> 00:27:52.440,民意上
622,00:27:52.440 --> 00:27:55.480,东罗马的末代皇帝
623,00:27:55.480 --> 00:27:57.680,军人产典十一世
624,00:27:57.680 --> 00:28:00.740,他民意上他改从天主教了
625,00:28:00.740 --> 00:28:02.100,但是整体上东罗马帝国
626,00:28:02.100 --> 00:28:04.440,是以东正教为主的
627,00:28:04.440 --> 00:28:06.680,但是当时因为有世俗的权利
628,00:28:06.680 --> 00:28:08.440,有东罗马皇帝
629,00:28:08.440 --> 00:28:11.240,所以当时军人产典宝牧手的权利
630,00:28:11.240 --> 00:28:13.480,其实他更受限制
631,00:28:13.480 --> 00:28:15.380,而在奥斯曼帝国时期
632,00:28:15.380 --> 00:28:17.560,因为已经是没有世俗的
633,00:28:17.560 --> 00:28:19.360,基督教的统治者了
634,00:28:19.360 --> 00:28:23.160,所以当时军人产典宝牧手
635,00:28:23.160 --> 00:28:27.260,他甚至不只是有宗教上的
636,00:28:27.260 --> 00:28:30.440,甚至有更多的世俗的司法权
637,00:28:30.440 --> 00:28:36.200,就是当时整个斯曼帝国统治的
638,00:28:36.200 --> 00:28:38.180,卢米尼亚行省的基督徒
639,00:28:38.180 --> 00:28:39.740,不只是讲希腊语的基督徒
640,00:28:39.740 --> 00:28:41.480,也包括讲斯拉夫语的
641,00:28:41.480 --> 00:28:43.320,讲阿尔巴尼亚语的基督徒
642,00:28:43.320 --> 00:28:46.600,他们比如在司法上
643,00:28:46.600 --> 00:28:48.980,基督徒内部的司法冲突
644,00:28:48.980 --> 00:28:51.480,如果不涉及到就是基督徒
645,00:28:51.480 --> 00:28:52.840,跟穆斯林的司法冲突
646,00:28:52.840 --> 00:28:57.940,基督徒内部的牧手
647,00:28:57.940 --> 00:29:00.280,还有各地的主教是有司法权的
648,00:29:00.280 --> 00:29:02.320,所以他们的世俗权力
649,00:29:02.320 --> 00:29:03.840,其实变得更大了
650,00:29:03.840 --> 00:29:07.260,而且我们知道在东罗马帝国的后期
651,00:29:07.260 --> 00:29:09.660,以及是一些斯拉夫的教会
652,00:29:09.660 --> 00:29:10.740,保加利亚教会
653,00:29:10.740 --> 00:29:11.780,罗马尼亚教会
654,00:29:11.780 --> 00:29:13.040,巴加利亚教会
655,00:29:13.040 --> 00:29:14.480,塞尔维亚教会
656,00:29:14.480 --> 00:29:16.160,他们都尝试着独立
657,00:29:16.160 --> 00:29:17.720,建立自主的教会
658,00:29:17.720 --> 00:29:19.920,独立于基督徒内部牧手
659,00:29:19.920 --> 00:29:21.980,但是在奥斯曼帝国时期
660,00:29:21.980 --> 00:29:26.320,就是在苏丹的委托下
661,00:29:26.320 --> 00:29:30.420,又重新的对于这些斯拉夫的基督徒
662,00:29:30.420 --> 00:29:32.680,卢米尼亚的基督徒
663,00:29:32.680 --> 00:29:35.140,有了管辖的权力
664,00:29:35.140 --> 00:29:37.980,所以使让他的权力变得更大了
665,00:29:37.980 --> 00:29:40.440,另外还有一点就是
666,00:29:40.440 --> 00:29:42.240,支持天主教的传教与发展
667,00:29:42.240 --> 00:29:47.960,就是我们知道在奥斯曼时期
668,00:29:47.960 --> 00:29:49.600,基督徒团体中
669,00:29:49.600 --> 00:29:52.200,东正教徒是占主导地位的
670,00:29:52.200 --> 00:29:53.920,这个有不同的数据
671,00:29:53.920 --> 00:29:55.240,每个时期的数据不同
672,00:29:55.240 --> 00:29:56.640,但是我看过的
673,00:29:56.640 --> 00:30:01.880,就是最高的数据
674,00:30:01.880 --> 00:30:04.500,是说当时甚至有一半的
675,00:30:04.500 --> 00:30:06.540,可能可能初期吧
676,00:30:06.540 --> 00:30:09.160,就是说奥斯曼帝国有一半的臣民
677,00:30:09.160 --> 00:30:10.960,是东正教的基督徒
678,00:30:10.960 --> 00:30:13.600,但是后来这个数据会下降
679,00:30:13.600 --> 00:30:16.120,但是在卢米尼亚地区
680,00:30:16.120 --> 00:30:19.360,还是以东正教徒为主导的
681,00:30:19.360 --> 00:30:22.240,所以苏丹他也尝试着
682,00:30:22.240 --> 00:30:24.200,就是在内部
683,00:30:24.200 --> 00:30:28.200,分化打压东正教徒
684,00:30:28.200 --> 00:30:28.880,因为一方面
685,00:30:28.880 --> 00:30:30.540,虽然他需要东正教徒跟他合作
686,00:30:30.540 --> 00:30:31.200,但是另一方面
687,00:30:31.200 --> 00:30:32.960,他也觉得东正教徒
688,00:30:32.960 --> 00:30:34.340,势力太大了
689,00:30:34.340 --> 00:30:36.000,另一方面又有外交的考虑
690,00:30:36.000 --> 00:30:38.180,就是当时的西欧世界
691,00:30:38.180 --> 00:30:40.960,虽然奥匈帝国
692,00:30:40.960 --> 00:30:45.660,威尼斯和法国
693,00:30:45.660 --> 00:30:47.220,都是天主教的势力
694,00:30:47.220 --> 00:30:49.100,但是他们之间争夺
695,00:30:49.100 --> 00:30:51.380,西欧世界的领导权
696,00:30:51.380 --> 00:30:54.260,所以之间是有斗争关系的
697,00:30:54.260 --> 00:30:56.160,所以当时为了一起
698,00:30:56.160 --> 00:30:58.380,对抗威尼斯城邦
699,00:30:58.380 --> 00:31:01.560,和奥匈帝国
700,00:31:01.560 --> 00:31:04.860,当时的法国跟奥斯曼帝国
701,00:31:04.860 --> 00:31:07.120,长期是一种联盟的关系
702,00:31:07.120 --> 00:31:08.300,直到19世纪
703,00:31:08.300 --> 00:31:08.940,19世纪
704,00:31:08.940 --> 00:31:13.140,奥斯曼帝国转向跟德国联盟了
705,00:31:13.140 --> 00:31:16.940,而法国因为他的国教是天主教
706,00:31:16.940 --> 00:31:19.160,所以为了确定
707,00:31:19.160 --> 00:31:21.080,就是跟法国的友好关系
708,00:31:21.080 --> 00:31:23.040,奥斯曼帝国
709,00:31:23.040 --> 00:31:28.000,他也给予了天主教很多权利
710,00:31:28.000 --> 00:31:30.660,因为当时天主教是受法国保护的
711,00:31:30.660 --> 00:31:32.060,奥斯曼帝国的天主教
712,00:31:32.060 --> 00:31:35.400,就像当时19世纪直到民国
713,00:31:35.400 --> 00:31:38.480,在中国的天主教
714,00:31:38.480 --> 00:31:40.800,也是受到法国保护的
715,00:31:40.800 --> 00:31:43.400,所以当时奥斯曼帝国
716,00:31:43.400 --> 00:31:45.900,就是支持天主教会
717,00:31:45.900 --> 00:31:47.420,以法国保护的
718,00:31:47.420 --> 00:31:51.300,就是以法国为主
719,00:31:51.300 --> 00:31:52.200,当然也有一些
720,00:31:52.200 --> 00:31:53.540,就是来自其他天主教国家
721,00:31:53.540 --> 00:31:54.240,像意大利
722,00:31:54.240 --> 00:31:56.280,当然是受法国保护的
723,00:31:56.280 --> 00:31:57.180,天主教会
724,00:31:57.180 --> 00:31:58.460,传教是一些权利
725,00:31:58.460 --> 00:32:02.520,就是让天主教像耶稣会派一些传教士
726,00:32:02.520 --> 00:32:04.960,到东正教的地区
727,00:32:04.960 --> 00:32:07.300,给东正教徒传教
728,00:32:07.300 --> 00:32:08.980,让东正教徒皈依天主教
729,00:32:08.980 --> 00:32:14.300,这样的话就可以在内部削弱东正教的势力
730,00:32:14.300 --> 00:32:16.220,所以当时奥斯曼帝国
731,00:32:16.220 --> 00:32:17.800,在爱庆海的岛屿上
732,00:32:17.800 --> 00:32:18.820,在雅典
733,00:32:18.820 --> 00:32:20.400,就是当时在雅典
734,00:32:20.400 --> 00:32:24.220,法国建立了领事馆
735,00:32:24.220 --> 00:32:26.700,然后通过这个领事馆的庇护
736,00:32:26.700 --> 00:32:29.060,当时法国的这个天主教神父
737,00:32:29.060 --> 00:32:30.180,意大利的天主教神父
738,00:32:30.180 --> 00:32:31.360,也非常活跃
739,00:32:31.360 --> 00:32:34.220,就是当时在奥斯曼帝国
740,00:32:34.220 --> 00:32:36.060,由于这个帝国当局的支持
741,00:32:36.060 --> 00:32:38.060,天主教发展的也非常坏
742,00:32:38.060 --> 00:32:41.880,也制衡了东正教的发展
743,00:32:41.880 --> 00:32:43.260,另外就是
744,00:32:43.260 --> 00:32:45.520,以正教为国教的附属国
745,00:32:45.520 --> 00:32:48.140,就是当时奥斯曼帝国
746,00:32:48.140 --> 00:32:49.480,领主很大
747,00:32:49.480 --> 00:32:52.140,对美某个地区的统治方式也不一样
748,00:32:52.140 --> 00:32:54.080,有的地区就是被它征服了
749,00:32:54.080 --> 00:32:56.800,像保加利亚 塞尔维亚
750,00:32:56.800 --> 00:32:58.760,由它直接统治
751,00:32:58.760 --> 00:33:01.240,都归属于卢米尼亚新省
752,00:33:01.240 --> 00:33:02.960,但是还有一些地方
753,00:33:02.960 --> 00:33:04.920,瓦拉吉亚公国
754,00:33:04.920 --> 00:33:06.080,莫尔多瓦公国
755,00:33:06.080 --> 00:33:08.980,就是他们只是形式上归属奥斯曼帝国
756,00:33:08.980 --> 00:33:11.360,实际上他们还是独立的国家
757,00:33:11.360 --> 00:33:13.300,只需要给苏丹交一些税
758,00:33:13.300 --> 00:33:17.560,但是就是他们国家可以维持这种
759,00:33:17.560 --> 00:33:19.360,事实上独立的地位
760,00:33:19.360 --> 00:33:22.640,像摩尔多瓦公国
761,00:33:22.640 --> 00:33:24.320,瓦拉吉亚公国
762,00:33:24.320 --> 00:33:25.800,他们有的统治者
763,00:33:25.800 --> 00:33:28.980,是奥斯曼帝国
764,00:33:28.980 --> 00:33:29.920,不好意思
765,00:33:29.920 --> 00:33:30.720,是东罗马帝国
766,00:33:30.720 --> 00:33:31.480,巴尔庆帝国
767,00:33:31.480 --> 00:33:32.540,贵族的后代
768,00:33:32.540 --> 00:33:36.180,巴黎奥列王朝时期的
769,00:33:36.180 --> 00:33:39.300,东罗马帝国主要的贵族之一
770,00:33:39.300 --> 00:33:41.960,叫盖达克里斯战的家族统治者
771,00:33:41.960 --> 00:33:46.800,曾经也在相关的公国
772,00:33:46.800 --> 00:33:51.300,多瑙和以北的公国有过统治
773,00:33:51.300 --> 00:33:55.420,而且尝试着维持拜占庆的传统
774,00:33:55.420 --> 00:33:57.100,拜占庆虽然灭亡了
775,00:33:57.100 --> 00:33:58.800,但是在瓦拉吉亚公国
776,00:33:58.800 --> 00:33:59.900,莫尔多瓦公国
777,00:33:59.900 --> 00:34:03.400,依然某种程度上持续着拜占庆的统治
778,00:34:03.400 --> 00:34:04.300,我们也知道
779,00:34:04.300 --> 00:34:06.360,东罗马一位皇帝
780,00:34:06.360 --> 00:34:11.200,也就出自盖达克里斯战的家族
781,00:34:11.200 --> 00:34:15.240,约翰六世也是一位历史学家
782,00:34:15.240 --> 00:34:17.840,写国通史
783,00:34:17.840 --> 00:34:20.540,而瓦拉吉亚公国和莫尔多瓦公国
784,00:34:20.540 --> 00:34:22.540,他们就是
785,00:34:22.540 --> 00:34:24.440,罗马尼亚和前苏联国家
786,00:34:24.440 --> 00:34:27.740,莫尔多瓦的前身
787,00:34:27.740 --> 00:34:29.160,所以罗马尼亚19世纪
788,00:34:29.160 --> 00:34:30.760,从奥斯曼帝国独立之后
789,00:34:30.760 --> 00:34:32.400,没有像希腊那样
790,00:34:32.400 --> 00:34:35.020,都是因为政治原因
791,00:34:35.020 --> 00:34:37.020,取一个古代的名称
792,00:34:37.020 --> 00:34:39.420,虽然他们跟古希腊没有直接的关系
793,00:34:39.420 --> 00:34:43.560,但是当时也是受到西方政治的影响
794,00:34:43.560 --> 00:34:45.520,民族国家
795,00:34:45.520 --> 00:34:48.320,就是说我们继承了古希腊文明
796,00:34:48.320 --> 00:34:50.700,其实这是受政治的影响
797,00:34:50.700 --> 00:34:52.260,没有直接的关系
798,00:34:52.260 --> 00:34:53.760,但那时候罗马尼亚
799,00:34:53.760 --> 00:34:55.200,他们就取了这么一个名字
800,00:34:55.200 --> 00:34:57.760,就是说我们是罗马帝国
801,00:34:57.760 --> 00:34:59.920,拜占庆帝国的继承者
802,00:34:59.920 --> 00:35:02.020,我们继承了政教
803,00:35:02.020 --> 00:35:04.660,罗马帝国的政教文明
804,00:35:04.660 --> 00:35:09.780,起名为罗马尼亚
805,00:35:09.780 --> 00:35:11.360,当时整体来说
806,00:35:11.360 --> 00:35:13.920,基督徒在奥斯曼帝国时期
807,00:35:13.920 --> 00:35:15.880,还是享有比较广泛的自由
808,00:35:15.880 --> 00:35:18.620,但是作为一个伊斯兰主导的国家
809,00:35:18.620 --> 00:35:21.360,对基督徒还是有很多限制的
810,00:35:21.360 --> 00:35:26.120,皈依伊斯兰教不得重新抱
811,00:35:26.120 --> 00:35:27.060,不好意思
812,00:35:27.060 --> 00:35:27.760,有错误
813,00:35:27.760 --> 00:35:28.380,不是皈依
814,00:35:28.380 --> 00:35:30.280,不是皈依
815,00:35:30.280 --> 00:35:30.840,是皈依
816,00:35:30.840 --> 00:35:32.580,重新皈依基督教
817,00:35:32.580 --> 00:35:35.220,不得重新皈依基督教
818,00:35:35.220 --> 00:35:37.180,不然可以判处死期
819,00:35:37.180 --> 00:35:42.220,同时穆斯林也不得皈依基督教
820,00:35:42.220 --> 00:35:43.840,如果你皈依基督教了
821,00:35:43.840 --> 00:35:44.960,也可以判处死期
822,00:35:44.960 --> 00:35:45.980,但是当然会问你
823,00:35:45.980 --> 00:35:49.880,就是说你放不放弃基督教信仰
824,00:35:49.880 --> 00:35:51.520,你不放弃的话
825,00:35:51.520 --> 00:35:53.180,问你三次你还不放弃的话
826,00:35:53.180 --> 00:35:54.780,就可以除此
827,00:35:54.780 --> 00:35:58.180,另外就是不得给穆斯林传教世纪
828,00:35:58.180 --> 00:36:02.880,当时的一位雅典的贵族
829,00:36:02.880 --> 00:36:04.780,叫费劳队
830,00:36:04.780 --> 00:36:06.600,现在也是雅典的珠宝
831,00:36:06.600 --> 00:36:07.620,圣人之一
832,00:36:07.620 --> 00:36:11.020,她成为寡妇之后
833,00:36:11.020 --> 00:36:13.020,出家成为了修女
834,00:36:13.020 --> 00:36:16.360,在修道院
835,00:36:16.360 --> 00:36:20.460,也是一位就是德高望重的修道院女嬷嬷
836,00:36:20.460 --> 00:36:22.360,就是这位就是圣菲勞队
837,00:36:22.360 --> 00:36:24.960,她就非常有胆量
838,00:36:24.960 --> 00:36:30.360,她收容了很多的穆斯林女奴
839,00:36:30.360 --> 00:36:32.360,不敢说很多
840,00:36:32.360 --> 00:36:34.060,但是至少有一些收容了一些
841,00:36:34.060 --> 00:36:36.160,在修道院收容了一些穆斯林女奴
842,00:36:36.160 --> 00:36:40.360,然后感化她们皈依基督教
843,00:36:40.360 --> 00:36:43.060,让她们获得自由
844,00:36:43.060 --> 00:36:45.760,并且给她们施起为基督教
845,00:36:45.760 --> 00:36:49.560,然后这就触动了奥斯曼当局的神迹
846,00:36:49.560 --> 00:36:53.160,因为就是一位东着教的修女
